amendment_id,amendment_ts,applicant_id,field_code,field_label,old_value,new_value,workstation_id,source_document,requires_cert,counter_log_ref,notes
AMD-000741,2023-07-16,WL-02543,OWNER_NAME,Owner Name,POWER_INBOARD,HOUSEBOAT,HB-COUNTER-2,owner declaration at counter,N,day log 2023-07-16,
AMD-000742,2023-07-18,WL-02286,VESSEL_NAME,Vessel Name,SCOTER SOUND,PINTAIL PASSAGE,HB-COUNTER-2,bill of sale,N,day log 2023-07-18,
AMD-000743,2023-07-18,WL-01953,GROSS_TONNAGE,Gross Tonnage (GT),8.1,9.4,HB-COUNTER-2,MC-2023-0396,Y,day log 2023-07-18,
AMD-000744,2023-07-20,WL-03567,YEAR_BUILT,Year Built,2010,2010,HB-COUNTER-2,bill of sale,N,day log 2023-07-20,
AMD-000745,2023-07-21,WL-02980,ENGINE_MAKE,Engine Make / Model,HOUSEBOAT,FIBERGLASS,HB-COUNTER-2,registration,N,day log 2023-07-21,
AMD-000746,2023-07-21,WL-03036,VESSEL_NAME,Vessel Name,MURRE WAKE,OSPREY BAY,HB-COUNTER-2,registration,N,day log 2023-07-21,
AMD-000747,2023-07-24,WL-03862,GROSS_TONNAGE,Gross Tonnage (GT),37.9,38.7,HB-COUNTER-2,Foldview Marine Services haul-out sheet 2023-01-21,Y,day log 2023-07-24,
AMD-000748,2023-07-24,WL-03114,YEAR_BUILT,Year Built,1980,1980,HB-COUNTER-2,registration,N,day log 2023-07-24,
AMD-000749,2023-07-25,WL-02551,BEAM,Beam (Width),14.4,13.5,HB-COUNTER-2,MC-2023-0839,Y,day log 2023-07-25,
AMD-000750,2023-07-25,WL-03333,LOA,Length Overall (LOA),29.1,26.9,HB-COUNTER-2,Foldview Marine Services haul-out sheet 2022-11-09,Y,day log 2023-07-25,
AMD-000751,2023-07-26,WL-03709,VESSEL_NAME,Vessel Name,PETREL ROSE,GRAY SOUND,HB-COUNTER-2,bill of sale,N,day log 2023-07-26,
AMD-000752,2023-07-26,WL-01601,YEAR_BUILT,Year Built,1992,1992,HB-COUNTER-2,registration,N,day log 2023-07-26,
AMD-000753,2023-07-27,WL-03776,NET_TONNAGE,Net Tonnage (NT),7.1,7.3,HB-COUNTER-2,Foldview Marine Services haul-out sheet 2023-02-27,Y,day log 2023-07-27,
AMD-000754,2023-07-28,WL-01838,VESSEL_NAME,Vessel Name,PETREL LINE,GRAY HARBOR,HB-COUNTER-2,bill of sale,N,day log 2023-07-28,
AMD-000755,2023-07-28,WL-01605,VESSEL_NAME,Vessel Name,HALIBUT LINE,ANCHOR VEER,HB-COUNTER-2,insurance decl page,N,day log 2023-07-28,
AMD-000756,2023-07-28,WL-01145,OFFICIAL_NUM,Official Number / Registration,351705,561354,HB-COUNTER-2,registration,N,day log 2023-07-28,
AMD-000757,2023-07-29,WL-01877,VESSEL_NAME,Vessel Name,PETREL DANCER,DRIFT ROCK,HB-COUNTER-2,bill of sale,N,day log 2023-07-29,
AMD-000758,2023-07-31,WL-02144,VESSEL_NAME,Vessel Name,OSPREY VEER,SPINDRIFT SHORE,HB-COUNTER-2,owner declaration at counter,N,day log 2023-07-31,
AMD-000759,2023-08-01,WL-03403,YEAR_BUILT,Year Built,1986,1986,HB-COUNTER-2,bill of sale,N,day log 2023-08-01,
AMD-000760,2023-08-03,WL-03183,LOA,Length Overall (LOA),38.8,39.8,HB-COUNTER-2,MC-2023-0648,Y,day log 2023-08-03,
AMD-000761,2023-08-03,WL-03466,VESSEL_NAME,Vessel Name,COHO VEER,HERON MOON,HB-COUNTER-2,,N,day log 2023-08-03,
AMD-000762,2023-08-04,WL-02288,HULL_MATERIAL,Hull Material,POWER_OUTBOARD,US,HB-COUNTER-2,insurance decl page,N,day log 2023-08-04,
AMD-000763,2023-08-04,WL-02205,LOA,Length Overall (LOA),38.6,37.8,HB-COUNTER-2,MC-2023-0129,Y,day log 2023-08-04,
AMD-000764,2023-08-06,WL-02129,VESSEL_NAME,Vessel Name,BRANT SHORE,SPINDRIFT ROSE,HB-COUNTER-2,,N,day log 2023-08-06,
AMD-000765,2023-08-06,WL-02927,PROPULSION_TYPE,Propulsion Type,WOOD,ELECTRIC,HB-COUNTER-2,insurance decl page,N,day log 2023-08-06,
AMD-000766,2023-08-07,WL-01797,HIN,Hull Identification Number,CHD40488T146,CHD15639R467,HB-COUNTER-2,,N,day log 2023-08-07,
AMD-000767,2023-08-07,WL-03286,HIN,Hull Identification Number,CHD43365F751,CHD38482Z666,HB-COUNTER-2,driver's license,N,day log 2023-08-07,
AMD-000768,2023-08-08,WL-01338,VESSEL_TYPE,Vessel Type,CA,WOOD,HB-COUNTER-2,driver's license,N,day log 2023-08-08,
AMD-000769,2023-08-08,WL-03161,GROSS_TONNAGE,Gross Tonnage (GT),27.1,27.5,HB-COUNTER-2,Foldview Marine Services haul-out sheet 2023-06-18,Y,day log 2023-08-08,
AMD-000770,2023-08-09,WL-03663,PROPULSION_TYPE,Propulsion Type,SAIL_MULTI,SPORTFISH,HB-COUNTER-2,driver's license,N,day log 2023-08-09,
AMD-000771,2023-08-10,WL-01605,VESSEL_NAME,Vessel Name,SANDERLING ROCK,TIDE LIGHT,HB-COUNTER-2,owner declaration at counter,N,day log 2023-08-10,
AMD-000772,2023-08-10,WL-01594,LOA,Length Overall (LOA),24.0,23.5,HB-COUNTER-2,Foldview Marine Services haul-out sheet 2022-09-12,Y,day log 2023-08-10,
AMD-000773,2023-08-10,WL-01372,DRAFT,Draft (Depth),3.7,4.2,HB-COUNTER-2,Foldview Marine Services haul-out sheet 2023-06-22,Y,day log 2023-08-10,
AMD-000774,2023-08-11,WL-02916,OWNER_ADDRESS,Owner Address,"9423 Martinez Throughway, Coos Bay, OR","8160 Yesenia Parkways, Astoria, OR",HB-COUNTER-2,driver's license,N,day log 2023-08-11,
AMD-000775,2023-08-13,WL-01447,VESSEL_TYPE,Vessel Type,FIBERGLASS,WOOD,HB-COUNTER-2,registration,N,day log 2023-08-13,
AMD-000776,2023-08-13,WL-02595,HULL_MATERIAL,Hull Material,FIBERGLASS,FIBERGLASS,HB-COUNTER-2,insurance decl page,N,day log 2023-08-13,
AMD-000777,2023-08-14,WL-02881,LOA,Length Overall (LOA),40.5,42.8,HB-COUNTER-2,MC-2023-0628,Y,day log 2023-08-14,
AMD-000778,2023-08-15,WL-02499,HIN,Hull Identification Number,CHD61788U229,CHD59261Z479,HB-COUNTER-2,driver's license,N,day log 2023-08-15,
AMD-000779,2023-08-16,WL-01864,LOA,Length Overall (LOA),39.5,41.3,HB-COUNTER-2,Foldview Marine Services haul-out sheet 2022-09-13,Y,day log 2023-08-16,
AMD-000780,2023-08-18,WL-01246,OWNER_NAME,Owner Name,FIBERGLASS,CRUISER,HB-COUNTER-2,,N,day log 2023-08-18,
AMD-000781,2023-08-18,WL-01533,HULL_MATERIAL,Hull Material,SAIL_MONO,ALUMINUM,HB-COUNTER-2,registration,N,day log 2023-08-18,
AMD-000782,2023-08-18,WL-03250,LOA,Length Overall (LOA),49.0,51.2,HB-COUNTER-2,Foldview Marine Services haul-out sheet 2023-01-11,Y,day log 2023-08-18,
AMD-000783,2023-08-18,WL-03417,OWNER_NAME,Owner Name,SAIL_MONO,TRAWLER,HB-COUNTER-2,owner declaration at counter,N,day log 2023-08-18,
AMD-000784,2023-08-19,WL-01891,HULL_MATERIAL,Hull Material,STEEL,US,HB-COUNTER-2,,N,day log 2023-08-19,
AMD-000785,2023-08-20,WL-03293,LOA,Length Overall (LOA),39.4,39.3,HB-COUNTER-2,MC-2023-0127,Y,day log 2023-08-20,
AMD-000786,2023-08-21,WL-02267,BUILD_LOCATION,Build Location / Yard,FIBERGLASS,FIBERGLASS,HB-COUNTER-2,driver's license,N,day log 2023-08-21,
AMD-000787,2023-08-22,WL-01471,OWNER_ADDRESS,Owner Address,"8673 Frost Well, Seattle, WA","7982 Scott Valleys, Coos Bay, OR",HB-COUNTER-2,insurance decl page,N,day log 2023-08-22,
AMD-000788,2023-08-22,WL-01800,OFFICIAL_NUM,Official Number / Registration,833991,832148,HB-COUNTER-2,,N,day log 2023-08-22,
AMD-000789,2023-08-23,WL-03374,BEAM,Beam (Width),9.5,9.9,HB-COUNTER-2,MC-2023-0760,Y,day log 2023-08-23,
AMD-000790,2023-08-23,WL-02484,HIN,Hull Identification Number,CHD68523V324,CHD62356E377,HB-COUNTER-2,bill of sale,N,day log 2023-08-23,
AMD-000791,2023-08-23,WL-02203,ENGINE_MAKE,Engine Make / Model,FIBERGLASS,FIBERGLASS,HB-COUNTER-2,,N,day log 2023-08-23,
AMD-000792,2023-08-23,WL-01716,VESSEL_NAME,Vessel Name,SEAL SOUND,SPINDRIFT SHORE,HB-COUNTER-2,owner declaration at counter,N,day log 2023-08-23,
AMD-000793,2023-08-23,WL-02922,ENGINE_HP,Engine Horsepower,330,250,HB-COUNTER-2,bill of sale,N,day log 2023-08-23,
AMD-000794,2023-08-24,WL-03516,OWNER_ADDRESS,Owner Address,"3050 Green Manor, Bellingham, WA","3839 Alexis Skyway, Portland, OR",HB-COUNTER-2,bill of sale,N,day log 2023-08-24,
AMD-000795,2023-08-25,WL-02363,PROPULSION_TYPE,Propulsion Type,POWER_INBOARD,FOAM_CORE,HB-COUNTER-2,registration,N,day log 2023-08-25,
AMD-000796,2023-08-26,WL-03866,ENGINE_MAKE,Engine Make / Model,SAIL_MULTI,FIBERGLASS,HB-COUNTER-2,bill of sale,N,day log 2023-08-26,
AMD-000797,2023-08-26,WL-02504,ENGINE_MAKE,Engine Make / Model,US,ELECTRIC,HB-COUNTER-2,insurance decl page,N,day log 2023-08-26,
AMD-000798,2023-08-27,WL-03521,ENGINE_MAKE,Engine Make / Model,POWER_STERNDRIVE,US,HB-COUNTER-2,bill of sale,N,day log 2023-08-27,
AMD-000799,2023-08-27,WL-02531,VESSEL_TYPE,Vessel Type,POWER_STERNDRIVE,POWER_STERNDRIVE,HB-COUNTER-2,bill of sale,N,day log 2023-08-27,
AMD-000800,2023-08-27,WL-03122,OWNER_NAME,Owner Name,CRUISER,ELECTRIC,HB-COUNTER-2,registration,N,day log 2023-08-27,
AMD-000801,2023-08-29,WL-02120,FLAG,Flag State,CA,SAIL_MONO,HB-COUNTER-2,bill of sale,N,day log 2023-08-29,
AMD-000802,2023-08-30,WL-03543,ENGINE_MAKE,Engine Make / Model,HOUSEBOAT,ALUMINUM,HB-COUNTER-2,insurance decl page,N,day log 2023-08-30,
AMD-000803,2023-08-31,WL-03666,LOA,Length Overall (LOA),20.8,23.7,HB-COUNTER-2,MC-2023-0932,Y,day log 2023-08-31,
AMD-000804,2023-09-01,WL-02675,VESSEL_TYPE,Vessel Type,FIBERGLASS,SPORTFISH,HB-COUNTER-2,driver's license,N,day log 2023-09-01,
AMD-000805,2023-09-01,WL-02354,BEAM,Beam (Width),11.5,11.9,HB-COUNTER-2,Foldview Marine Services haul-out sheet 2023-04-15,Y,day log 2023-09-01,
AMD-000806,2023-09-02,WL-03494,ENGINE_MAKE,Engine Make / Model,POWER_OUTBOARD,SAIL_MONO,HB-COUNTER-2,registration,N,day log 2023-09-02,
AMD-000807,2023-09-03,WL-02607,OFFICIAL_NUM,Official Number / Registration,424677,265196,HB-COUNTER-2,,N,day log 2023-09-03,
AMD-000808,2023-09-03,WL-03319,LOA,Length Overall (LOA),38.6,37.8,HB-COUNTER-2,,Y,day log 2023-09-03,
AMD-000809,2023-09-04,WL-01820,YEAR_BUILT,Year Built,1975,1975,HB-COUNTER-2,,N,day log 2023-09-04,
AMD-000810,2023-09-05,WL-02938,HIN,Hull Identification Number,CHD14268L768,CHD36562O738,HB-COUNTER-2,owner declaration at counter,N,day log 2023-09-05,
AMD-000811,2023-09-06,WL-02720,HULL_MATERIAL,Hull Material,CA,POWER_OUTBOARD,HB-COUNTER-2,bill of sale,N,day log 2023-09-06,
AMD-000812,2023-09-06,WL-01257,YEAR_BUILT,Year Built,2009,2009,HB-COUNTER-2,insurance decl page,N,day log 2023-09-06,
AMD-000813,2023-09-08,WL-02874,VESSEL_TYPE,Vessel Type,WOOD,CA,HB-COUNTER-2,,N,day log 2023-09-08,
AMD-000814,2023-09-10,WL-03008,OWNER_NAME,Owner Name,POWER_INBOARD,FIBERGLASS,HB-COUNTER-2,owner declaration at counter,N,day log 2023-09-10,
AMD-000815,2023-09-11,WL-01925,ENGINE_MAKE,Engine Make / Model,STEEL,WOOD,HB-COUNTER-2,insurance decl page,N,day log 2023-09-11,
AMD-000816,2023-09-11,WL-03037,FLAG,Flag State,POWER_OUTBOARD,STEEL,HB-COUNTER-2,,N,day log 2023-09-11,
AMD-000817,2023-09-11,WL-03527,GROSS_TONNAGE,Gross Tonnage (GT),37.0,36.2,HB-COUNTER-2,MC-2023-0951,Y,day log 2023-09-11,
AMD-000818,2023-09-12,WL-01808,BEAM,Beam (Width),13.7,14.1,HB-COUNTER-2,Foldview Marine Services haul-out sheet 2022-11-15,Y,day log 2023-09-12,
AMD-000819,2023-09-13,WL-03074,OFFICIAL_NUM,Official Number / Registration,673785,991120,HB-COUNTER-2,registration,N,day log 2023-09-13,
AMD-000820,2023-09-14,WL-03230,FLAG,Flag State,SAIL_MULTI,WOOD,HB-COUNTER-2,,N,day log 2023-09-14,
AMD-000821,2023-09-14,WL-03222,VESSEL_NAME,Vessel Name,SANDERLING RUNNER,ANCHOR LINE,HB-COUNTER-2,owner declaration at counter,N,day log 2023-09-14,
AMD-000822,2023-09-14,WL-03602,FLAG,Flag State,CRUISER,CA,HB-COUNTER-2,bill of sale,N,day log 2023-09-14,
AMD-000823,2023-09-15,WL-03194,OWNER_NAME,Owner Name,TRAWLER,TRAWLER,HB-COUNTER-2,registration,N,day log 2023-09-15,
AMD-000824,2023-09-16,WL-01451,VESSEL_NAME,Vessel Name,PETREL RUNNER,HALIBUT STAR,HB-COUNTER-2,bill of sale,N,day log 2023-09-16,
AMD-000825,2023-09-19,WL-02570,NET_TONNAGE,Net Tonnage (NT),31.8,32.6,HB-COUNTER-2,MC-2023-0271,Y,day log 2023-09-19,
AMD-000826,2023-09-21,WL-03519,OWNER_NAME,Owner Name,CA,CRUISER,HB-COUNTER-2,bill of sale,N,day log 2023-09-21,
AMD-000827,2023-09-21,WL-03692,VESSEL_NAME,Vessel Name,OTTER SHORE,SALISH LINE,HB-COUNTER-2,bill of sale,N,day log 2023-09-21,
AMD-000828,2023-09-23,WL-02542,BEAM,Beam (Width),8.3,8.3,HB-COUNTER-2,MC-2023-0347,Y,day log 2023-09-23,
AMD-000829,2023-09-24,WL-01686,OFFICIAL_NUM,Official Number / Registration,722997,591657,HB-COUNTER-2,registration,N,day log 2023-09-24,
AMD-000830,2023-09-25,WL-02262,ENGINE_HP,Engine Horsepower,330,250,HB-COUNTER-2,owner declaration at counter,N,day log 2023-09-25,
AMD-000831,2023-09-27,WL-02879,ENGINE_HP,Engine Horsepower,250,110,HB-COUNTER-2,driver's license,N,day log 2023-09-27,
AMD-000832,2023-09-29,WL-03365,FLAG,Flag State,US,ELECTRIC,HB-COUNTER-2,bill of sale,N,day log 2023-09-29,
AMD-000833,2023-09-29,WL-01351,YEAR_BUILT,Year Built,1977,1977,HB-COUNTER-2,driver's license,N,day log 2023-09-29,
AMD-000834,2023-09-30,WL-01371,VESSEL_NAME,Vessel Name,HERON REACH,PINTAIL SONG,HB-COUNTER-2,insurance decl page,N,day log 2023-09-30,
AMD-000835,2023-10-01,WL-03638,HIN,Hull Identification Number,CHD97549G647,CHD95083O866,HB-COUNTER-2,,N,day log 2023-10-01,
AMD-000836,2023-10-03,WL-01901,OWNER_ADDRESS,Owner Address,"6239 Gallagher Mountains, Longview, WA","8013 Smith Summit, Portland, OR",HB-COUNTER-2,,N,day log 2023-10-03,
AMD-000837,2023-10-03,WL-02856,HULL_MATERIAL,Hull Material,ALUMINUM,FOAM_CORE,HB-COUNTER-2,driver's license,N,day log 2023-10-03,
AMD-000838,2023-10-07,WL-03079,VESSEL_NAME,Vessel Name,HERON ANN,SABLE SONG,HB-COUNTER-2,,N,day log 2023-10-07,
AMD-000839,2023-10-07,WL-02166,DRAFT,Draft (Depth),7.8,7.3,HB-COUNTER-2,MC-2023-0309,Y,day log 2023-10-07,
AMD-000840,2023-10-08,WL-02139,HIN,Hull Identification Number,CHD14286V142,CHD69060L608,HB-COUNTER-2,driver's license,N,day log 2023-10-08,
AMD-000841,2023-10-09,WL-03813,VESSEL_NAME,Vessel Name,PINTAIL VEER,TIDE VEER,HB-COUNTER-2,,N,day log 2023-10-09,
AMD-000842,2023-10-10,WL-02106,YEAR_BUILT,Year Built,1985,1985,HB-COUNTER-2,owner declaration at counter,N,day log 2023-10-10,
AMD-000843,2023-10-10,WL-03094,VESSEL_TYPE,Vessel Type,SAIL_MONO,COMMERCIAL_FISH,HB-COUNTER-2,registration,N,day log 2023-10-10,
AMD-000844,2023-10-12,WL-03887,VESSEL_NAME,Vessel Name,FOUL WAKE,CORMORANT RUNNER,HB-COUNTER-2,driver's license,N,day log 2023-10-12,
AMD-000845,2023-10-13,WL-02684,OFFICIAL_NUM,Official Number / Registration,765761,767819,HB-COUNTER-2,,N,day log 2023-10-13,
AMD-000846,2023-10-13,WL-01845,BUILD_LOCATION,Build Location / Yard,US,SAIL_MULTI,HB-COUNTER-2,insurance decl page,N,day log 2023-10-13,
AMD-000847,2023-10-14,WL-03480,OFFICIAL_NUM,Official Number / Registration,219284,265620,HB-COUNTER-2,bill of sale,N,day log 2023-10-14,
AMD-000848,2023-10-14,WL-02342,LOA,Length Overall (LOA),38.1,35.9,HB-COUNTER-2,MC-2023-0955,Y,day log 2023-10-14,
AMD-000849,2023-10-14,WL-03876,OFFICIAL_NUM,Official Number / Registration,323034,877837,HB-COUNTER-2,,N,day log 2023-10-14,
AMD-000850,2023-10-17,WL-03345,BUILD_LOCATION,Build Location / Yard,POWER_INBOARD,POWER_OUTBOARD,HB-COUNTER-2,owner declaration at counter,N,day log 2023-10-17,
AMD-000851,2023-10-18,WL-03032,BEAM,Beam (Width),12.0,11.9,HB-COUNTER-2,Foldview Marine Services haul-out sheet 2022-10-30,Y,day log 2023-10-18,
AMD-000852,2023-10-18,WL-03381,ENGINE_MAKE,Engine Make / Model,STEEL,ALUMINUM,HB-COUNTER-2,insurance decl page,N,day log 2023-10-18,
AMD-000853,2023-10-19,WL-02076,OWNER_NAME,Owner Name,WOOD,HOUSEBOAT,HB-COUNTER-2,driver's license,N,day log 2023-10-19,
AMD-000854,2023-10-20,WL-01595,OWNER_ADDRESS,Owner Address,"5737 Frost Hills, Longview, WA","8671 Guerra Falls, Astoria, OR",HB-COUNTER-2,registration,N,day log 2023-10-20,
AMD-000855,2023-10-22,WL-02003,ENGINE_HP,Engine Horsepower,110,210,HB-COUNTER-2,bill of sale,N,day log 2023-10-22,
AMD-000856,2023-10-24,WL-01068,BEAM,Beam (Width),12.8,13.7,HB-COUNTER-2,Foldview Marine Services haul-out sheet 2023-02-12,Y,day log 2023-10-24,
AMD-000857,2023-10-24,WL-02325,ENGINE_MAKE,Engine Make / Model,SAIL_MULTI,FOAM_CORE,HB-COUNTER-2,driver's license,N,day log 2023-10-24,
AMD-000858,2023-10-24,WL-01549,NET_TONNAGE,Net Tonnage (NT),5.2,4.2,HB-COUNTER-2,MC-2023-0385,Y,day log 2023-10-24,
AMD-000859,2023-10-25,WL-02854,HIN,Hull Identification Number,CHD97395S219,CHD51237E336,HB-COUNTER-2,,N,day log 2023-10-25,
AMD-000860,2023-10-25,WL-03424,NET_TONNAGE,Net Tonnage (NT),14.4,12.5,HB-COUNTER-2,MC-2023-0442,Y,day log 2023-10-25,
AMD-000861,2023-10-28,WL-02690,NET_TONNAGE,Net Tonnage (NT),19.8,20.2,HB-COUNTER-2,Foldview Marine Services haul-out sheet 2023-04-18,Y,day log 2023-10-28,
AMD-000862,2023-10-29,WL-01698,OWNER_NAME,Owner Name,SAIL_MONO,TRAWLER,HB-COUNTER-2,bill of sale,N,day log 2023-10-29,
AMD-000863,2023-10-29,WL-01133,OWNER_NAME,Owner Name,ELECTRIC,SAIL_MONO,HB-COUNTER-2,insurance decl page,N,day log 2023-10-29,
AMD-000864,2023-10-29,WL-02816,VESSEL_NAME,Vessel Name,SABLE WAKE,TIDE SOUND,HB-COUNTER-2,driver's license,N,day log 2023-10-29,
AMD-000865,2023-10-29,WL-02944,DRAFT,Draft (Depth),5.7,5.2,HB-COUNTER-2,,Y,day log 2023-10-29,
AMD-000866,2023-10-30,WL-03337,OWNER_ADDRESS,Owner Address,"4277 Young Centers, Everett, WA","7130 Olson Locks, Portland, OR",HB-COUNTER-2,bill of sale,N,day log 2023-10-30,
AMD-000867,2023-11-01,WL-01052,ENGINE_HP,Engine Horsepower,85,210,HB-COUNTER-2,owner declaration at counter,N,day log 2023-11-01,
AMD-000868,2023-11-02,WL-02276,GROSS_TONNAGE,Gross Tonnage (GT),30.7,29.4,HB-COUNTER-2,Foldview Marine Services haul-out sheet 2023-05-10,Y,day log 2023-11-02,
AMD-000869,2023-11-03,WL-01207,OWNER_NAME,Owner Name,ALUMINUM,CA,HB-COUNTER-2,insurance decl page,N,day log 2023-11-03,
AMD-000870,2023-11-03,WL-02943,VESSEL_TYPE,Vessel Type,COMMERCIAL_FISH,CRUISER,HB-COUNTER-2,driver's license,N,day log 2023-11-03,
AMD-000871,2023-11-04,WL-02538,VESSEL_NAME,Vessel Name,SALISH ROSE,TIDE CREST,HB-COUNTER-2,,N,day log 2023-11-04,
AMD-000872,2023-11-05,WL-01007,HULL_MATERIAL,Hull Material,US,ELECTRIC,HB-COUNTER-2,driver's license,N,day log 2023-11-05,
AMD-000873,2023-11-05,WL-03102,BUILD_LOCATION,Build Location / Yard,CA,US,HB-COUNTER-2,insurance decl page,N,day log 2023-11-05,
AMD-000874,2023-11-06,WL-02285,OFFICIAL_NUM,Official Number / Registration,622351,161343,HB-COUNTER-2,insurance decl page,N,day log 2023-11-06,
AMD-000875,2023-11-07,WL-01048,VESSEL_TYPE,Vessel Type,SAIL_MULTI,CA,HB-COUNTER-2,owner declaration at counter,N,day log 2023-11-07,
AMD-000876,2023-11-07,WL-03908,LOA,Length Overall (LOA),33.9,31.8,HB-COUNTER-2,Foldview Marine Services haul-out sheet 2023-10-24,Y,day log 2023-11-07,
AMD-000877,2023-11-08,WL-01323,FLAG,Flag State,SAIL_MONO,FIBERGLASS,HB-COUNTER-2,registration,N,day log 2023-11-08,
AMD-000878,2023-11-08,WL-01329,NET_TONNAGE,Net Tonnage (NT),12.6,13.1,HB-COUNTER-2,MC-2023-0295,Y,day log 2023-11-08,
AMD-000879,2023-11-09,WL-01091,OWNER_ADDRESS,Owner Address,"8069 Martinez Stream, Portland, OR","910 Patricia Way, Port Angeles, WA",HB-COUNTER-2,driver's license,N,day log 2023-11-09,
AMD-000880,2023-11-11,WL-03437,YEAR_BUILT,Year Built,1980,1980,HB-COUNTER-2,insurance decl page,N,day log 2023-11-11,
AMD-000881,2023-11-11,WL-01763,PROPULSION_TYPE,Propulsion Type,STEEL,COMMERCIAL_FISH,HB-COUNTER-2,driver's license,N,day log 2023-11-11,
AMD-000882,2023-11-12,WL-01988,OWNER_NAME,Owner Name,POWER_INBOARD,ALUMINUM,HB-COUNTER-2,owner declaration at counter,N,day log 2023-11-12,
AMD-000883,2023-11-12,WL-01799,BUILD_LOCATION,Build Location / Yard,SPORTFISH,US,HB-COUNTER-2,insurance decl page,N,day log 2023-11-12,
AMD-000884,2023-11-13,WL-02331,VESSEL_NAME,Vessel Name,PINTAIL ROSE,DRIFT STAR,HB-COUNTER-2,insurance decl page,N,day log 2023-11-13,
AMD-000885,2023-11-14,WL-02113,HIN,Hull Identification Number,CHD89462Z294,CHD33935N348,HB-COUNTER-2,,N,day log 2023-11-14,
AMD-000886,2023-11-14,WL-02818,DRAFT,Draft (Depth),4.1,4.4,HB-COUNTER-2,MC-2023-0668,Y,day log 2023-11-14,
AMD-000887,2023-11-14,WL-02969,LOA,Length Overall (LOA),50.4,50.5,HB-COUNTER-2,MC-2023-0909,Y,day log 2023-11-14,
AMD-000888,2023-11-15,WL-02512,OFFICIAL_NUM,Official Number / Registration,626157,742101,HB-COUNTER-2,registration,N,day log 2023-11-15,
AMD-000889,2023-11-15,WL-01854,OWNER_ADDRESS,Owner Address,"5047 Jose Crossroad, Portland, OR","9081 Matthew Haven, Coos Bay, OR",HB-COUNTER-2,bill of sale,N,day log 2023-11-15,
AMD-000890,2023-11-16,WL-02279,LOA,Length Overall (LOA),50.0,47.1,HB-COUNTER-2,Foldview Marine Services haul-out sheet 2023-10-23,Y,day log 2023-11-16,
AMD-000891,2023-11-16,WL-01047,BEAM,Beam (Width),8.7,8.0,HB-COUNTER-2,MC-2023-0467,Y,day log 2023-11-16,
AMD-000892,2023-11-16,WL-03581,NET_TONNAGE,Net Tonnage (NT),31.3,30.3,HB-COUNTER-2,MC-2023-0887,Y,day log 2023-11-16,
AMD-000893,2023-11-16,WL-01874,LOA,Length Overall (LOA),47.3,45.3,HB-COUNTER-2,Foldview Marine Services haul-out sheet 2023-07-17,Y,day log 2023-11-16,
AMD-000894,2023-11-16,WL-01625,ENGINE_MAKE,Engine Make / Model,SAIL_MONO,STEEL,HB-COUNTER-2,registration,N,day log 2023-11-16,
AMD-000895,2023-11-17,WL-03243,NET_TONNAGE,Net Tonnage (NT),35.9,34.1,HB-COUNTER-2,MC-2023-0420,Y,day log 2023-11-17,
AMD-000896,2023-11-18,WL-01245,ENGINE_MAKE,Engine Make / Model,FIBERGLASS,POWER_STERNDRIVE,HB-COUNTER-2,driver's license,N,day log 2023-11-18,
AMD-000897,2023-11-18,WL-03674,BUILD_LOCATION,Build Location / Yard,HOUSEBOAT,CRUISER,HB-COUNTER-2,owner declaration at counter,N,day log 2023-11-18,
AMD-000898,2023-11-19,WL-02030,OFFICIAL_NUM,Official Number / Registration,232976,981284,HB-COUNTER-2,registration,N,day log 2023-11-19,
AMD-000899,2023-11-19,WL-02868,BEAM,Beam (Width),9.1,9.1,HB-COUNTER-2,MC-2023-0222,Y,day log 2023-11-19,
AMD-000900,2023-11-20,WL-01355,OWNER_NAME,Owner Name,POWER_INBOARD,CA,HB-COUNTER-2,owner declaration at counter,N,day log 2023-11-20,
AMD-000901,2023-11-20,WL-02132,ENGINE_HP,Engine Horsepower,210,330,HB-COUNTER-2,bill of sale,N,day log 2023-11-20,
AMD-000902,2023-11-21,WL-01209,PROPULSION_TYPE,Propulsion Type,COMMERCIAL_FISH,CRUISER,HB-COUNTER-2,registration,N,day log 2023-11-21,
AMD-000903,2023-11-21,WL-03020,NET_TONNAGE,Net Tonnage (NT),14.7,13.9,HB-COUNTER-2,MC-2023-0315,Y,day log 2023-11-21,
AMD-000904,2023-11-21,WL-03434,VESSEL_NAME,Vessel Name,PINTAIL LIGHT,MURRE GLIDE,HB-COUNTER-2,bill of sale,N,day log 2023-11-21,
AMD-000905,2023-11-21,WL-01623,OFFICIAL_NUM,Official Number / Registration,220719,230917,HB-COUNTER-2,driver's license,N,day log 2023-11-21,
AMD-000906,2023-11-22,WL-02622,OWNER_ADDRESS,Owner Address,"1941 Jones Lights, Longview, WA","6221 Nathan Terrace, Bellingham, WA",HB-COUNTER-2,registration,N,day log 2023-11-22,
AMD-000907,2023-11-24,WL-02946,HIN,Hull Identification Number,CHD88444J446,CHD24093J385,HB-COUNTER-2,registration,N,day log 2023-11-24,
AMD-000908,2023-11-24,WL-02312,GROSS_TONNAGE,Gross Tonnage (GT),8.0,7.1,HB-COUNTER-2,MC-2023-0128,Y,day log 2023-11-24,
AMD-000909,2023-11-24,WL-02336,FLAG,Flag State,ELECTRIC,ELECTRIC,HB-COUNTER-2,registration,N,day log 2023-11-24,
